Id,SalePrice
1461,119893.05132397012
1462,163124.03322880072
1463,178136.05813811684
1464,186390.0951953044
1465,182446.94807615542
1466,175046.64750330173
1467,175822.5991910126
1468,170303.47622651182
1469,184388.41150834973
1470,127235.05149478492
1471,196749.13362677777
1472,90157.18373096392
1473,97841.87651979612
1474,154092.2779435707
1475,117878.56107140456
1476,368560.133410879
1477,253331.15252668303
1478,292884.90459244215
1479,251237.30699254724
1480,443856.02206353477
1481,333000.99761048815
1482,209275.39763176098
1483,179922.04894782105
1484,167583.84975315587
1485,174209.4499618089
1486,198309.2061078133
1487,363572.7796054452
1488,231046.75435042492
1489,201561.52664298285
1490,207492.24818968176
1491,189143.55262794442
1492,91364.68204593881
1493,174640.44589963727
1494,281389.76480734703
1495,272919.4275313818
1496,228481.57339300145
1497,183163.25277780235
1498,156387.3786100085
1499,156782.1222506693
1500,152740.40473444085
1501,171269.40511517122
1502,148311.4493496743
1503,286135.9435407055
1504,239538.7126121618
1505,218788.4354876634
1506,189414.5445754449
1507,245684.0064900934
1508,198010.972886373
1509,159459.37244722233
1510,147039.30540962628
1511,145996.31476465074
1512,165991.69858808664
1513,146237.43635121625
1514,166473.18712822488
1515,184319.4178905443
1516,146580.1018013199
1517,165596.52671050426
1518,130220.30342698008
1519,220794.21501993772
1520,133893.6700195892
1521,132871.3828387173
1522,163601.11505053513
1523,110674.48455249952
1524,121722.64161183892
1525,119748.62964919262
1526,116101.59694989532
1527,107804.98513979313
1528,132192.95710071572
1529,149606.27609096284
1530,166484.02920618627
1531,110373.08080732622
1532,99875.1448303709
1533,147122.66781971877
1534,121165.94767338413
1535,147530.16659514784
1536,110554.4418608357
1537,62995.43843077711
1538,154665.90106873514
1539,185172.6919947272
1540,99549.58890094918
1541,136815.9957537324
1542,135232.91785292685
1543,226105.38503553197
1544,72933.7332055963
1545,114109.08573277765
1546,132577.05453705162
1547,131943.0826395179
1548,137068.64944271158
1549,111969.76169555553
1550,139758.97096493276
1551,115455.64472233992
1552,127757.43019098399
1553,150837.71950650975
1554,115488.90505543788
1555,168437.3706536445
1556,83581.17867871858
1557,107824.96531715375
1558,88440.79739353042
1559,80270.68039516959
1560,130785.13209428196
1561,135707.65416573695
1562,127317.81746118842
1563,119538.01638668527
1564,166425.67177420892
1565,145312.29233543755
1566,229476.98674584096
1567,65565.42742274287
1568,239027.4116100061
1569,130606.59592898606
1570,139209.49921485005
1571,115446.00804250178
1572,147350.92759466104
1573,233756.62460996982
1574,116907.01510264436
1575,219322.8959813025
1576,220239.2196435594
1577,195413.59744774914
1578,142388.89143261148
1579,145827.52579151982
1580,194220.92389646798
1581,145669.4143253626
1582,127537.55990706837
1583,325040.87934373686
1584,226858.10820639686
1585,140213.29526944068
1586,68361.88427723898
1587,101240.11573921591
1588,149456.79705664722
1589,91038.98291001057
1590,139856.03263368094
1591,98612.67951938839
1592,118587.73803088006
1593,132716.2711365724
1594,130432.49508236935
1595,109972.13257737548
1596,234432.8021896497
1597,168162.33496251726
1598,196500.63712245232
1599,159584.994083938
1600,167567.48232658172
1601,71278.66725853711
1602,110498.03932984146
1603,81100.43788522159
1604,273610.6184835595
1605,247207.34293653493
1606,167793.66517553935
1607,178701.42137458536
1608,216298.11010622096
1609,194527.2927779439
1610,154102.08695026193
1611,142478.49854816496
1612,167385.79261790228
1613,169720.42617488737
1614,118740.80502302357
1615,86188.97591465291
1616,73350.00324358605
1617,89660.96381382507
1618,124284.3439259014
1619,131619.58382725017
1620,170175.85276358936
1621,135041.11270889125
1622,145092.8633759643
1623,292551.6493522499
1624,203926.69347411656
1625,123394.98461417577
1626,158340.5143767413
1627,187051.43923158597
1628,278654.622933564
1629,179052.08727914147
1630,369655.28380096384
1631,216245.6858285428
1632,237974.3081319562
1633,167856.2153335345
1634,187497.6612826347
1635,177409.9930645537
1636,157827.11944710626
1637,186327.5619309423
1638,192090.19623704714
1639,174826.42086549525
1640,263035.64821236616
1641,178408.58121415268
1642,224871.2256326926
1643,228700.55805448123
1644,230629.80222145224
1645,185224.52517915977
1646,162131.22600014997
1647,154106.081281148
1648,135223.0720115829
1649,140186.55671015295
1650,114204.56112033314
1651,120644.14880445488
1652,95053.29149459297
1653,96097.71492086054
1654,152458.3828268669
1655,149584.25704633215
1656,150958.34759164084
1657,152629.90262819928
1658,151720.65442773642
1659,126450.48219417116
1660,150555.61270365058
1661,471891.9328080841
1662,402173.6315123135
1663,369588.77797076607
1664,441377.6829694524
1665,335544.653103578
1666,320667.6672369457
1667,362667.91357478034
1668,357990.4641256439
1669,291191.9425342518
1670,360209.62457169394
1671,272456.08754054265
1672,456303.1796787134
1673,285003.53234871343
1674,240518.91132361031
1675,188562.24712087188
1676,189276.37719793635
1677,218093.48807090378
1678,422715.21443734184
1679,381438.1052864043
1680,339092.6122544153
1681,248853.9593803198
1682,304417.1826890928
1683,174059.34975271465
1684,178889.90965050476
1685,174005.70822276306
1686,173010.0956679563
1687,164957.15910342563
1688,188340.24925105096
1689,188818.31042543618
1690,190444.98154663327
1691,179937.81152508376
1692,263593.96164210374
1693,166159.19869000957
1694,181146.95269667657
1695,166138.00230813815
1696,276405.9698672214
1697,170124.73669299978
1698,354659.892353091
1699,335371.38786540664
1700,238868.96110051376
1701,265167.9244788156
1702,264338.24429003906
1703,262122.66149851863
1704,299310.70155039703
1705,227713.6451990969
1706,448480.76184076193
1707,215943.64526856426
1708,207607.4405190321
1709,273070.566409189
1710,224398.60855871276
1711,248854.08164450695
1712,258638.63300255046
1713,274760.4455497791
1714,222997.81049311656
1715,205441.83185122075
1716,185564.05761118451
1717,176349.62164152897
1718,136869.64530669543
1719,200500.21176669936
1720,238153.84572346977
1721,165591.226317294
1722,123128.87723116284
1723,154677.07953333386
1724,213743.42082145167
1725,231878.21110815016
1726,190198.77904978118
1727,164375.08597081623
1728,185349.8826808052
1729,163135.30220519518
1730,153796.81364203512
1731,121182.08065676074
1732,127250.5466286023
1733,114869.0652187122
1734,123741.34106513156
1735,134979.66323593474
1736,116574.4423484952
1737,351797.4795298746
1738,217246.8868701628
1739,304324.12149625644
1740,221146.85322236933
1741,194447.95313858983
1742,168065.97133534605
1743,169209.9564623747
1744,307833.32916301856
1745,223618.95624574137
1746,201042.98674507436
1747,210547.80599263014
1748,239529.5869558759
1749,160471.47187552758
1750,136442.00389716835
1751,243428.19451787655
1752,118291.81351520099
1753,142438.62142686622
1754,190166.53370197964
1755,173638.25958961208
1756,127475.58048246389
1757,120865.62017475492
1758,141350.21723447306
1759,152317.93322096704
1760,171667.76740682594
1761,138136.63860673847
1762,175063.66562971205
1763,166707.1424789747
1764,115867.93086551165
1765,160198.84319432272
1766,169922.7623151302
1767,215332.5024834762
1768,142782.88317028093
1769,169451.3487305588
1770,148426.72871551994
1771,124789.57074587925
1772,135547.88556624093
1773,128230.49818442093
1774,132427.67327364432
1775,136288.82128407178
1776,116593.76200886925
1777,116092.27144187123
1778,133353.31114906035
1779,115186.20003760382
1780,170595.76989424785
1781,127323.91828954738
1782,85063.42668023062
1783,149643.06554766974
1784,101127.11886446194
1785,117103.9300704128
1786,128049.17019249593
1787,164702.26283990045
1788,54003.46360440975
1789,90641.46115243921
1790,81751.34640975144
1791,180578.00684046067
1792,157543.00832539264
1793,132729.16100110093
1794,144147.63053909194
1795,134328.23629959696
1796,119225.24055844174
1797,113125.35128156043
1798,121803.9480078508
1799,123675.1419844513
1800,127318.92078818649
1801,129079.43133455231
1802,121946.86051676018
1803,145829.26947932216
1804,142889.08820815786
1805,140859.05819344934
1806,122796.94721251588
1807,124304.8867548264
1808,115820.22228321034
1809,119987.48597978723
1810,141507.87484355454
1811,93159.95815880608
1812,91573.17383819366
1813,126942.7400575914
1814,93148.69564656097
1815,58512.90827054747
1816,101667.18976763911
1817,101795.70131490008
1818,144944.1664240417
1819,127034.4342011292
1820,59396.99003873361
1821,104950.95135797575
1822,141656.72895920166
1823,47853.63854466888
1824,136155.33726562242
1825,129138.54942912664
1826,103401.82663022699
1827,101160.04235718987
1828,131304.82481182038
1829,121028.41501745238
1830,147338.28729309648
1831,142953.56761821808
1832,94688.108286409
1833,141626.75674316208
1834,119319.62926157254
1835,140202.3412869698
1836,136183.40344394752
1837,95290.31768328842
1838,130005.93327083114
1839,82788.26728938131
1840,160255.9662046663
1841,152046.73867364164
1842,82541.14754190395
1843,131122.21270450117
1844,136223.33054649056
1845,139338.59069404795
1846,155709.6142454724
1847,163024.15290514939
1848,58610.40143552576
1849,109955.4976193345
1850,119153.0063767537
1851,156025.66226363624
1852,125551.28450043539
1853,131707.08814391616
1854,165937.7245569364
1855,139020.60047262395
1856,220479.37424562906
1857,142046.77969644926
1858,140159.0308702711
1859,116653.85647729078
1860,154082.28219761554
1861,117577.109279075
1862,307916.2494942006
1863,302345.5152371491
1864,302345.5152371491
1865,310652.21198249765
1866,335301.33969293826
1867,248861.69591123876
1868,300138.58918658854
1869,208928.253800434
1870,228557.30934699488
1871,239427.3546863289
1872,168026.04573329593
1873,247165.0574515264
1874,141181.86740174878
1875,197863.12011940242
1876,193483.03273599647
1877,210652.1027117927
1878,194373.6054620307
1879,130435.39270790585
1880,139120.53768629677
1881,243606.27251994394
1882,262803.20347926003
1883,198163.44803928796
